game_id,league_id,season,date,home_team_id,away_team_id,home_goals,away_goals,home_prob,draw_prob,away_prob,home_goals_half_time,away_goals_half_time
12130,4,2019,10/30/2019,150,159,5,0,0.998,0.001,1.00E-03,3,0
5299,3,2014,2/28/2015,129,124,3,0,0.999,9.00E-04,1.00E-04,0,0
5940,5,2014,3/13/2015,171,162,3,0,0.9989,0.001,1.00E-04,2,0
5510,4,2014,4/5/2015,150,155,9,1,0.9986,0.0013,1.00E-04,4,0
13169,2,2019,10/27/2019,107,99,7,1,0.9984,0.0015,1.00E-04,3,1
16125,5,2020,5/16/2021,161,177,4,0,0.9979,0.002,1.00E-04,2,0
4674,1,2014,11/22/2014,80,76,2,0,0.9972,0.0027,1.00E-04,2,0
1786,4,2016,8/22/2016,143,158,1,1,0.997,0.0029,1.00E-04,0,0
791,2,2015,2/11/2016,96,94,5,2,0.9957,0.0042,1.00E-04,1,0
15402,3,2020,4/21/2021,129,240,2,0,0.9996,2.00E-04,2.00E-04,1,0
3109,1,2016,12/3/2016,82,84,5,0,0.999,8.00E-04,2.00E-04,2,0
7534,2,2017,9/17/2017,105,222,6,0,0.998,0.0018,2.00E-04,4,0
931,2,2016,8/20/2016,95,99,4,0,0.9973,0.0025,2.00E-04,0,0
5529,4,2014,4/11/2015,152,145,6,1,0.9972,0.0026,2.00E-04,4,1
8773,5,2017,1/17/2018,161,181,8,0,0.9967,0.0031,2.00E-04,4,0
15838,5,2020,11/1/2020,171,176,4,0,0.9964,0.0034,2.00E-04,3,0
4897,2,2014,3/9/2015,96,110,4,0,0.9957,0.0041,2.00E-04,1,0
7298,1,2017,12/16/2017,88,82,4,1,0.9951,0.0047,2.00E-04,1,0
4827,2,2014,5/31/2015,113,203,5,0,0.9934,0.0064,2.00E-04,3,0
5333,3,2014,12/16/2014,117,135,2,0,0.9919,0.0079,2.00E-04,1,0
1528,4,2015,11/29/2015,138,146,1,0,0.861,0.1388,2.00E-04,0,0
10166,4,2018,1/26/2019,138,151,5,0,0.9973,0.0024,3.00E-04,0,0
14710,1,2020,3/14/2021,75,238,5,0,0.9969,0.0028,3.00E-04,1,0
12529,3,2019,12/14/2019,117,123,6,1,0.9968,0.0029,3.00E-04,2,1
516,1,2016,9/24/2016,87,91,5,1,0.9966,0.0031,3.00E-04,3,0
12520,3,2019,12/7/2019,129,233,5,0,0.9917,0.008,3.00E-04,1,0
5738,4,2014,11/22/2014,148,138,5,1,0.9883,0.0114,3.00E-04,1,0
4957,2,2014,1/5/2015,96,102,3,0,0.977,0.0227,3.00E-04,2,0
5133,2,2014,9/24/2014,98,203,3,0,0.9454,0.0543,3.00E-04,1,0
7821,2,2017,4/17/2018,106,116,4,0,0.944,0.0557,3.00E-04,1,0
8038,4,2017,12/17/2017,148,139,4,0,0.999,6.00E-04,4.00E-04,2,0
1109,3,2015,10/25/2015,129,121,5,1,0.9959,0.0037,4.00E-04,3,0
8257,4,2017,5/19/2018,152,151,4,2,0.9959,0.0037,4.00E-04,2,1
15034,4,2020,3/7/2021,140,151,1,0,0.9954,0.0042,4.00E-04,1,0
1327,3,2016,8/26/2016,117,123,6,0,0.9936,0.006,4.00E-04,2,0
2834,5,2016,11/5/2016,171,182,6,0,0.9934,0.0062,4.00E-04,2,0
4786,2,2014,5/3/2015,105,111,3,0,0.99,0.0096,4.00E-04,0,0
16098,5,2020,5/1/2021,160,170,2,0,0.521,0.4786,4.00E-04,1,0
14096,1,2020,9/19/2020,72,76,5,2,0.9973,0.0022,5.00E-04,2,1
1482,4,2015,10/24/2015,138,142,5,0,0.9968,0.0027,5.00E-04,2,0
9239,1,2018,9/15/2018,88,228,3,0,0.9962,0.0033,5.00E-04,2,0
15962,5,2020,1/22/2021,161,166,4,0,0.9962,0.0033,5.00E-04,1,0
8770,5,2017,1/16/2018,164,225,2,0,0.9936,0.0059,5.00E-04,0,0
10142,4,2018,1/12/2019,146,231,1,1,0.992,0.0075,5.00E-04,0,0
4197,5,2016,3/11/2017,169,162,5,0,0.9799,0.0196,5.00E-04,0,0
11939,1,2019,6/22/2020,88,92,5,0,0.9754,0.0241,5.00E-04,3,0
15624,2,2020,1/30/2021,106,222,4,0,0.862,0.1375,5.00E-04,1,0
8484,3,2017,3/10/2018,117,118,6,0,0.999,4.00E-04,6.00E-04,3,0
11695,1,2019,9/21/2019,88,90,8,0,0.999,4.00E-04,6.00E-04,5,0
7173,1,2017,9/23/2017,88,78,5,0,0.9967,0.0027,6.00E-04,1,0
1851,4,2016,10/15/2016,148,139,4,0,0.9958,0.0036,6.00E-04,3,0
14173,3,2020,9/18/2020,117,124,8,0,0.9948,0.0046,6.00E-04,3,0
13284,2,2019,1/18/2020,96,102,5,1,0.9941,0.0053,6.00E-04,3,0
4503,1,2014,3/21/2015,88,76,3,0,0.9905,0.0089,6.00E-04,2,0
15501,2,2020,11/22/2020,95,230,3,0,0.9848,0.0146,6.00E-04,3,0
5392,3,2014,10/18/2014,117,123,6,0,0.969,0.0304,6.00E-04,4,0
2348,5,2016,10/23/2016,161,164,0,0,0.854,0.1454,6.00E-04,0,0
7413,1,2017,3/10/2018,219,84,0,0,0.766,0.2334,6.00E-04,0,0
10844,5,2018,1/19/2019,161,169,9,0,0.999,3.00E-04,7.00E-04,3,0
9490,1,2018,3/10/2019,87,92,4,2,0.996,0.0033,7.00E-04,2,1
8066,4,2017,1/13/2018,223,144,6,0,0.993,0.0063,7.00E-04,1,0
1049,3,2015,9/12/2015,117,121,2,1,0.9926,0.0067,7.00E-04,0,1
122,1,2015,9/12/2015,83,85,2,0,0.9918,0.0075,7.00E-04,1,0
10652,5,2018,8/12/2018,161,165,3,0,0.9894,0.0099,7.00E-04,2,0
4055,4,2016,4/26/2017,148,157,7,1,0.9887,0.0106,7.00E-04,2,0
15100,4,2020,4/18/2021,143,156,5,0,0.988,0.0113,7.00E-04,2,0
15410,3,2020,4/25/2021,136,133,2,0,0.9854,0.0139,7.00E-04,0,0
4271,5,2016,5/6/2017,161,162,5,0,0.999,2.00E-04,8.00E-04,2,0
3227,3,2016,12/21/2016,117,136,3,0,0.998,0.0012,8.00E-04,3,0
5539,4,2014,4/18/2015,147,142,4,0,0.994,0.0052,8.00E-04,1,0
1578,4,2015,1/9/2016,148,155,4,0,0.9939,0.0053,8.00E-04,2,0
4416,1,2014,5/10/2015,88,202,6,0,0.992,0.0072,8.00E-04,2,0
7346,1,2017,1/13/2018,82,72,4,0,0.992,0.0072,8.00E-04,1,0
5855,5,2014,5/8/2015,161,169,6,0,0.9918,0.0074,8.00E-04,2,0
11715,1,2019,10/5/2019,87,75,2,1,0.9902,0.009,8.00E-04,1,0
3378,1,2016,2/5/2017,88,84,2,1,0.9866,0.0126,8.00E-04,1,0
167,1,2015,10/17/2015,88,73,5,1,0.997,0.0021,9.00E-04,4,1
1125,3,2015,11/7/2015,117,133,4,0,0.9939,0.0052,9.00E-04,4,0
13378,2,2019,7/1/2020,106,242,6,0,0.9935,0.0056,9.00E-04,3,0
14651,1,2020,2/2/2021,89,74,9,0,0.9916,0.0075,9.00E-04,4,0
1350,3,2016,9/17/2016,129,127,6,0,0.9894,0.0097,9.00E-04,1,0
7202,1,2017,10/21/2017,88,92,3,0,0.9879,0.0112,9.00E-04,1,0
9409,1,2018,1/14/2019,88,229,3,0,0.981,0.0181,9.00E-04,2,0
9887,2,2018,4/15/2019,107,108,0,0,0.9951,0.0039,0.001,0,0
5818,4,2014,9/27/2014,148,155,6,0,0.9928,0.0062,0.001,3,0
1680,4,2015,3/12/2016,148,142,6,0,0.9915,0.0075,0.001,4,0
8672,5,2017,10/27/2017,161,170,3,0,0.9866,0.0124,0.001,2,0
4037,4,2016,4/15/2017,143,157,3,0,0.9715,0.0275,0.001,1,0
10512,3,2018,2/3/2019,121,125,3,0,0.9895,0.0094,0.0011,2,0
8099,4,2017,2/11/2018,146,151,3,1,0.9894,0.0095,0.0011,1,1
843,2,2015,3/20/2016,107,97,2,0,0.9887,0.0102,0.0011,2,0
637,2,2015,10/25/2015,98,107,2,0,0.9828,0.0161,0.0011,1,0
2691,1,2016,11/5/2016,80,72,5,0,0.9017,0.0972,0.0011,3,0
5285,3,2014,2/14/2015,117,118,8,0,0.9934,0.0054,0.0012,3,0
13990,5,2020,8/28/2020,178,181,4,1,0.9895,0.0093,0.0012,3,1
3805,3,2016,4/1/2017,117,121,6,0,0.9892,0.0096,0.0012,2,0
3885,4,2016,1/7/2017,150,155,5,0,0.9872,0.0116,0.0012,4,0
10553,3,2018,3/9/2019,117,131,6,0,0.9861,0.0127,0.0012,2,0
3746,3,2016,2/4/2017,129,136,1,0,0.9808,0.018,0.0012,1,0
13405,2,2019,7/12/2020,101,221,2,0,0.9794,0.0194,0.0012,1,0
1254,3,2015,3/13/2016,129,125,2,0,0.9898,0.0089,0.0013,1,0
2171,5,2015,3/19/2016,167,179,5,1,0.9883,0.0104,0.0013,3,1
9495,1,2018,3/9/2019,227,81,2,0,0.9874,0.0113,0.0013,1,0
7495,1,2017,5/13/2018,87,220,4,0,0.9844,0.0143,0.0013,2,0
9522,1,2018,4/3/2019,88,227,2,0,0.9821,0.0166,0.0013,2,0
10909,5,2018,3/3/2019,178,174,5,1,0.978,0.0207,0.0013,3,1
975,2,2016,9/21/2016,98,116,4,0,0.9773,0.0214,0.0013,3,0
12897,5,2019,12/21/2019,161,224,4,1,0.9918,0.0068,0.0014,1,0
10545,3,2018,3/2/2019,119,135,2,0,0.99,0.0086,0.0014,1,0
10616,3,2018,5/4/2019,117,128,3,1,0.9883,0.0103,0.0014,2,0
889,2,2015,4/20/2016,98,96,3,0,0.9864,0.0122,0.0014,1,0
1066,3,2015,9/22/2015,117,131,5,1,0.9838,0.0148,0.0014,0,1
6204,5,2014,8/17/2014,176,171,4,1,0.9832,0.0154,0.0014,0,1
617,2,2015,10/4/2015,98,97,3,1,0.9822,0.0164,0.0014,1,1
882,2,2015,4/20/2016,104,102,0,0,0.9792,0.0194,0.0014,0,0
3097,2,2016,12/20/2016,107,108,2,1,0.9786,0.02,0.0014,0,0
8626,5,2017,9/23/2017,165,224,1,0,0.9104,0.0882,0.0014,0,0
9205,1,2018,8/12/2018,87,81,4,0,0.9893,0.0092,0.0015,2,0
13361,2,2019,6/26/2020,98,243,4,0,0.9889,0.0096,0.0015,0,0
7254,1,2017,11/29/2017,83,219,5,0,0.9873,0.0112,0.0015,1,0
1142,3,2015,11/28/2015,117,122,2,0,0.9845,0.014,0.0015,2,0
15784,2,2020,5/11/2021,105,99,5,1,0.982,0.0165,0.0015,2,1
4169,5,2016,2/19/2017,178,181,4,2,0.993,0.0054,0.0016,1,1
7903,4,2017,9/9/2017,148,141,5,0,0.9904,0.008,0.0016,2,0
12973,5,2019,2/29/2020,161,181,4,0,0.9888,0.0096,0.0016,1,0
3284,2,2016,10/26/2016,105,108,2,0,0.9871,0.0113,0.0016,0,0
9489,1,2018,3/9/2019,88,90,3,1,0.9836,0.0148,0.0016,0,0
7465,1,2017,4/22/2018,88,84,5,0,0.9824,0.016,0.0016,2,0
7678,2,2017,12/23/2017,99,94,4,0,0.9814,0.017,0.0016,2,0
5624,4,2014,2/15/2015,148,151,5,0,0.9798,0.0186,0.0016,2,0
11995,1,2019,7/14/2020,80,79,1,0,0.971,0.0274,0.0016,1,0
10580,3,2018,4/6/2019,117,129,5,0,0.986,0.0123,0.0017,4,0
12077,4,2019,9/26/2019,140,158,3,0,0.9857,0.0126,0.0017,3,0
10635,3,2018,5/18/2019,117,132,5,1,0.9841,0.0142,0.0017,1,0
9475,1,2018,2/27/2019,88,81,1,0,0.9834,0.0149,0.0017,0,0
1107,3,2015,10/24/2015,117,134,4,0,0.9826,0.0157,0.0017,2,0
5576,4,2014,3/8/2015,148,145,6,1,0.9906,0.0076,0.0018,1,0
8502,3,2017,3/31/2018,117,129,6,0,0.9889,0.0093,0.0018,5,0
6056,5,2014,12/12/2014,178,165,3,0,0.9868,0.0114,0.0018,1,0
1382,3,2016,10/15/2016,130,118,0,0,0.9821,0.0161,0.0018,0,0
5476,4,2014,5/9/2015,155,206,2,0,0.9745,0.0237,0.0018,1,0
4541,1,2014,2/21/2015,88,86,5,0,0.9728,0.0254,0.0018,3,0
8778,5,2017,1/21/2018,171,180,3,1,0.9636,0.0346,0.0018,1,0
5364,3,2014,11/9/2014,129,130,1,0,0.9356,0.0626,0.0018,0,0
1553,4,2015,12/20/2015,150,145,10,2,0.9888,0.0093,0.0019,4,2
9780,2,2018,1/26/2019,104,116,3,0,0.9861,0.012,0.0019,2,0
12729,5,2019,8/25/2019,161,174,4,0,0.986,0.0121,0.0019,0,0
1252,3,2015,3/12/2016,117,123,5,0,0.9739,0.0242,0.0019,2,0
4126,5,2016,1/28/2017,167,180,2,1,0.9726,0.0255,0.0019,2,1
10757,5,2018,11/4/2018,168,169,5,0,0.9702,0.0279,0.0019,1,0
1602,4,2015,1/24/2016,145,152,3,0,0.9696,0.0285,0.0019,3,0
14467,1,2020,10/3/2020,80,78,4,0,0.9641,0.034,0.0019,0,0
5760,4,2014,10/5/2014,138,139,4,1,0.986,0.012,0.002,2,1
7945,4,2017,10/1/2017,148,144,3,0,0.9854,0.0126,0.002,0,0
10711,5,2018,9/26/2018,161,177,4,1,0.9812,0.0168,0.002,3,1
7666,2,2017,12/16/2017,95,116,1,0,0.9735,0.0245,0.002,0,0
3970,4,2016,2/28/2017,146,159,1,0,0.9506,0.0474,0.002,1,0
8821,5,2017,2/17/2018,161,225,5,2,0.9868,0.0111,0.0021,3,1
4742,1,2014,9/27/2014,80,71,3,0,0.9825,0.0153,0.0022,1,0
7194,1,2017,10/14/2017,88,85,7,2,0.9815,0.0163,0.0022,3,1
1147,3,2015,12/4/2015,124,128,3,1,0.9759,0.0219,0.0022,0,0
1488,4,2015,10/26/2015,147,149,3,0,0.9714,0.0264,0.0022,2,0
15454,2,2020,10/4/2020,111,260,3,0,0.9681,0.0297,0.0022,0,0
534,1,2016,10/15/2016,88,72,1,1,0.9671,0.0307,0.0022,0,0
418,1,2015,4/20/2016,87,72,4,0,0.9664,0.0314,0.0022,2,0
8798,5,2017,2/2/2018,164,180,6,3,0.9903,0.0074,0.0023,3,0
10573,3,2018,3/30/2019,136,122,5,0,0.9876,0.0101,0.0023,2,0
5199,3,2014,4/4/2015,119,118,4,0,0.9788,0.0189,0.0023,2,0
1546,4,2015,12/13/2015,156,146,1,1,0.9778,0.0199,0.0023,1,0
1021,3,2015,8/14/2015,117,118,5,0,0.972,0.0257,0.0023,1,0
9633,2,2018,9/26/2018,105,230,3,0,0.9632,0.0345,0.0023,1,0
11951,1,2019,6/24/2020,87,78,4,0,0.9511,0.0466,0.0023,2,0
3978,4,2016,3/4/2017,159,155,1,0,0.9163,0.0814,0.0023,0,0
7395,1,2017,2/24/2018,87,81,4,1,0.9818,0.0158,0.0024,1,0
3772,3,2016,2/25/2017,117,118,8,0,0.9804,0.0172,0.0024,3,0
4446,1,2014,4/4/2015,80,85,2,1,0.9797,0.0179,0.0024,1,1
12718,5,2019,8/11/2019,161,235,3,0,0.9782,0.0194,0.0024,1,0
4224,5,2016,3/31/2017,169,182,1,0,0.963,0.0346,0.0024,0,0
12265,4,2019,2/22/2020,148,156,5,0,0.9882,0.0093,0.0025,3,0
7802,2,2017,4/8/2018,105,109,2,1,0.9823,0.0152,0.0025,0,0
10187,4,2018,2/16/2019,148,231,1,0,0.982,0.0155,0.0025,1,0
9213,1,2018,8/19/2018,88,219,6,1,0.9792,0.0183,0.0025,3,1
9551,1,2018,4/26/2019,87,219,5,0,0.9787,0.0188,0.0025,3,0
9779,2,2018,1/26/2019,102,99,4,0,0.9782,0.0193,0.0025,1,0
11659,1,2019,8/17/2019,88,82,2,2,0.9674,0.0301,0.0025,2,1
10446,3,2018,12/1/2018,129,135,2,0,0.9617,0.0358,0.0025,1,0
15576,2,2020,1/6/2021,107,230,3,0,0.9406,0.0569,0.0025,1,0
1700,4,2015,4/2/2016,143,153,5,1,0.9851,0.0123,0.0026,2,0
9281,1,2018,10/20/2018,88,92,5,0,0.9845,0.0129,0.0026,1,0
2218,5,2015,4/29/2016,161,163,4,0,0.9813,0.0161,0.0026,0,0
3470,1,2016,5/16/2017,83,77,2,0,0.9796,0.0178,0.0026,0,0
5298,3,2014,2/27/2015,117,134,4,1,0.9785,0.0189,0.0026,2,1
5769,4,2014,10/19/2014,143,141,2,0,0.9784,0.019,0.0026,1,0
5608,4,2014,2/6/2015,139,156,2,0,0.9523,0.0451,0.0026,0,0
7429,1,2017,4/1/2018,83,85,3,0,0.98,0.0173,0.0027,0,0
4629,1,2014,12/26/2014,80,81,2,0,0.977,0.0203,0.0027,1,0
11912,1,2019,2/23/2020,229,79,3,0,0.9761,0.0212,0.0027,2,0
11006,5,2018,5/18/2019,178,165,4,0,0.9729,0.0244,0.0027,0,0
4061,4,2016,4/26/2017,159,144,3,0,0.9705,0.0268,0.0027,0,0
9842,2,2018,3/8/2019,98,99,4,1,0.9635,0.0338,0.0027,2,0
5021,2,2014,12/18/2014,105,230,2,0,0.9558,0.0415,0.0027,2,0
12592,3,2019,2/14/2020,129,132,4,0,0.8834,0.1139,0.0027,1,0
15986,5,2020,2/7/2021,166,181,4,2,0.9845,0.0127,0.0028,0,1
1564,4,2015,12/30/2015,148,153,4,0,0.9801,0.0171,0.0028,2,0
8851,5,2017,3/10/2018,161,180,5,0,0.9771,0.0201,0.0028,4,0
7789,2,2017,3/31/2018,96,222,6,2,0.9748,0.0224,0.0028,1,1
7487,1,2017,5/6/2018,83,92,5,0,0.9736,0.0236,0.0028,2,0
5581,4,2014,3/13/2015,146,139,2,0,0.9653,0.0319,0.0028,0,0
364,1,2015,3/5/2016,88,71,4,0,0.9594,0.0378,0.0028,0,0
8100,4,2017,2/10/2018,150,140,5,2,0.9856,0.0115,0.0029,4,0
3781,3,2016,3/4/2017,129,119,6,2,0.9854,0.0117,0.0029,2,0
4095,4,2016,5/21/2017,148,156,4,2,0.9822,0.0149,0.0029,0,1
1781,4,2016,8/20/2016,148,153,6,2,0.9792,0.0179,0.0029,3,1
3647,2,2016,4/9/2017,111,100,4,0,0.9747,0.0224,0.0029,3,0
5217,3,2014,4/18/2015,129,205,3,0,0.9718,0.0253,0.0029,0,0
4652,1,2014,11/1/2014,83,92,3,0,0.9785,0.0185,0.003,0,0
8520,3,2017,4/14/2018,117,130,5,1,0.9782,0.0188,0.003,2,1
7180,1,2017,9/30/2017,89,78,4,0,0.9735,0.0235,0.003,2,0
1236,3,2015,3/2/2016,130,133,4,0,0.9734,0.0236,0.003,1,0
1620,4,2015,2/6/2016,145,144,2,0,0.9732,0.0238,0.003,1,0
10700,5,2018,9/22/2018,175,165,2,1,0.9717,0.0253,0.003,0,1
7217,1,2017,10/28/2017,87,219,3,0,0.9358,0.0612,0.003,0,0
13464,2,2019,8/1/2020,111,116,3,0,0.9727,0.0242,0.0031,1,0
9680,2,2018,11/3/2018,106,101,5,0,0.9704,0.0265,0.0031,2,0
1543,4,2015,12/12/2015,138,149,2,0,0.9379,0.059,0.0031,0,0
7255,1,2017,11/29/2017,80,84,1,0,0.9222,0.0747,0.0031,0,0
5931,5,2014,3/7/2015,161,210,4,1,0.9819,0.0149,0.0032,1,0
7734,2,2017,2/11/2018,102,94,2,0,0.9797,0.0171,0.0032,0,0
8096,4,2017,2/4/2018,223,147,2,0,0.9733,0.0235,0.0032,1,0
12143,4,2019,11/9/2019,158,231,3,0,0.9669,0.0299,0.0032,2,0
5609,4,2014,2/7/2015,143,150,4,0,0.9531,0.0437,0.0032,2,0
9985,4,2018,9/2/2018,148,232,8,2,0.982,0.0147,0.0033,3,2
5858,5,2014,5/9/2015,163,162,0,1,0.9721,0.0246,0.0033,0,0
11862,1,2019,1/11/2020,89,79,4,0,0.9713,0.0254,0.0033,1,0
531,1,2016,10/15/2016,80,75,3,0,0.9675,0.0292,0.0033,2,0
15934,5,2020,1/6/2021,225,235,5,0,0.9831,0.0135,0.0034,3,0
8790,5,2017,1/27/2018,161,166,4,0,0.9802,0.0164,0.0034,2,0
7535,2,2017,9/16/2017,95,94,3,0,0.9752,0.0214,0.0034,2,0
12565,3,2019,1/25/2020,117,124,5,0,0.9748,0.0217,0.0035,2,0
10409,3,2018,10/27/2018,120,133,4,0,0.9651,0.0314,0.0035,0,0
4150,5,2016,2/7/2017,161,160,2,1,0.9639,0.0326,0.0035,0,0
11950,1,2019,6/24/2020,89,238,3,0,0.9616,0.0349,0.0035,2,0
7616,2,2017,11/5/2017,98,222,2,1,0.9613,0.0352,0.0035,0,1
4156,5,2016,2/12/2017,175,179,4,0,0.9568,0.0397,0.0035,2,0
786,2,2015,2/7/2016,105,103,1,0,0.9368,0.0597,0.0035,0,0
16108,5,2020,5/8/2021,178,179,4,1,0.9819,0.0145,0.0036,0,0
5780,4,2014,10/26/2014,137,145,4,0,0.9782,0.0182,0.0036,3,0
4399,1,2014,5/2/2015,75,86,3,0,0.9718,0.0246,0.0036,2,0
12244,4,2019,2/8/2020,142,146,3,0,0.9685,0.0279,0.0036,0,0
7320,1,2017,12/30/2017,80,85,5,0,0.9634,0.033,0.0036,3,0
15125,4,2020,5/7/2021,140,207,2,0,0.9367,0.0597,0.0036,0,0
14156,4,2020,9/27/2020,148,154,4,0,0.9746,0.0217,0.0037,4,0
15164,3,2020,10/3/2020,136,124,4,0,0.9711,0.0252,0.0037,3,0
7565,2,2017,10/1/2017,105,116,3,0,0.966,0.0303,0.0037,2,0
5106,2,2014,10/29/2014,110,99,3,0,0.9623,0.034,0.0037,1,0
5095,2,2014,10/26/2014,105,94,6,2,0.9777,0.0185,0.0038,1,1
3615,2,2016,3/12/2017,105,115,3,0,0.9759,0.0203,0.0038,1,0
15869,5,2020,11/29/2020,171,235,3,0,0.9731,0.0231,0.0038,1,0
504,1,2016,9/17/2016,88,73,4,0,0.971,0.0252,0.0038,2,0
12493,3,2019,11/9/2019,117,129,4,0,0.969,0.0272,0.0038,1,0
12315,4,2019,6/21/2020,152,158,6,0,0.9655,0.0307,0.0038,4,0
10659,5,2018,8/18/2018,181,168,2,0,0.9654,0.0308,0.0038,1,0
2048,5,2015,12/14/2015,161,178,5,1,0.9643,0.0319,0.0038,2,1
15269,3,2020,1/9/2021,135,134,5,0,0.9642,0.032,0.0038,2,0
8901,5,2017,4/21/2018,169,171,3,1,0.9628,0.0334,0.0038,2,0
7889,4,2017,8/25/2017,140,154,3,0,0.9576,0.0386,0.0038,3,0
315,1,2015,2/2/2016,81,71,2,0,0.9456,0.0506,0.0038,0,0
15499,2,2020,11/21/2020,98,116,2,0,0.943,0.0532,0.0038,2,0
15008,4,2020,2/21/2021,147,154,1,1,0.9342,0.062,0.0038,1,1
866,2,2015,4/10/2016,105,94,3,0,0.9753,0.0208,0.0039,2,0
15480,2,2020,11/1/2020,95,110,2,0,0.9729,0.0232,0.0039,1,0
5103,2,2014,10/29/2014,95,203,2,0,0.969,0.0271,0.0039,1,0
9244,1,2018,9/16/2018,229,92,1,0,0.965,0.0311,0.0039,0,0
6064,5,2014,12/14/2014,160,174,3,0,0.9441,0.052,0.0039,1,0
15807,5,2020,10/3/2020,210,175,2,0,0.9306,0.0655,0.0039,1,0
3312,4,2016,10/29/2016,148,155,1,0,0.8711,0.125,0.0039,0,0
3706,2,2016,5/20/2017,105,110,4,1,0.98,0.016,0.004,2,0
2239,5,2015,5/14/2016,171,166,2,0,0.9783,0.0177,0.004,2,0
10643,5,2018,8/10/2018,164,174,4,0,0.9749,0.0211,0.004,1,0
8021,4,2017,12/8/2017,158,144,2,0,0.9732,0.0228,0.004,1,0
451,1,2015,5/15/2016,83,71,4,0,0.9677,0.0283,0.004,1,0
3471,1,2016,4/22/2017,73,93,4,0,0.9663,0.0297,0.004,2,0
12294,4,2019,6/13/2020,141,158,2,0,0.9065,0.0895,0.004,1,0
946,2,2016,8/28/2016,113,97,5,1,0.9775,0.0184,0.0041,2,1
7990,4,2017,11/18/2017,142,158,4,1,0.9758,0.0201,0.0041,2,0
1598,4,2015,1/22/2016,149,140,5,1,0.9722,0.0237,0.0041,3,1
14581,1,2020,12/26/2020,88,86,2,0,0.9721,0.0238,0.0041,1,0
14540,1,2020,12/5/2020,88,228,2,0,0.9658,0.0301,0.0041,2,0
10766,5,2018,11/11/2018,164,181,2,0,0.9646,0.0313,0.0041,1,0
14860,4,2020,11/8/2020,140,155,2,0,0.9614,0.0345,0.0041,2,0
1197,3,2015,2/6/2016,126,121,2,1,0.9578,0.0381,0.0041,0,1
12581,3,2019,2/2/2020,134,135,4,0,0.9742,0.0216,0.0042,1,0
16070,5,2020,4/11/2021,171,181,3,0,0.9718,0.024,0.0042,0,0
3248,5,2016,12/11/2016,161,170,2,2,0.9667,0.0291,0.0042,0,2
5819,4,2014,9/27/2014,143,138,4,0,0.963,0.0328,0.0042,2,0
3493,1,2016,5/8/2017,80,93,3,0,0.9231,0.0727,0.0042,2,0
5116,2,2014,9/14/2014,106,104,7,0,0.9807,0.015,0.0043,4,0
7568,2,2017,9/30/2017,99,102,4,0,0.9703,0.0254,0.0043,1,0
12548,3,2019,12/21/2019,136,121,3,1,0.9697,0.026,0.0043,0,1
12782,5,2019,9/28/2019,171,241,4,1,0.9697,0.026,0.0043,1,0
9753,2,2018,12/26/2018,95,104,3,1,0.9687,0.027,0.0043,2,0
8729,5,2017,12/10/2017,164,175,3,0,0.9663,0.0294,0.0043,1,0
1898,5,2015,8/23/2015,164,172,6,0,0.9658,0.0299,0.0043,1,0
3711,2,2016,5/21/2017,101,113,2,1,0.954,0.0417,0.0043,1,0
6030,5,2014,1/31/2015,164,209,1,0,0.9438,0.0519,0.0043,0,0
16028,5,2020,3/3/2021,160,164,2,0,0.9327,0.063,0.0043,0,0
9772,2,2018,1/21/2019,98,109,3,0,0.9756,0.02,0.0044,2,0
2165,5,2015,3/12/2016,174,176,4,0,0.9728,0.0228,0.0044,1,0
7382,1,2017,2/10/2018,88,75,5,1,0.9548,0.0408,0.0044,1,1
3577,2,2016,2/12/2017,106,108,2,0,0.9504,0.0452,0.0044,1,0
7845,2,2017,4/29/2018,110,105,3,0,0.9403,0.0553,0.0044,1,0
10394,3,2018,10/7/2018,136,234,6,0,0.9563,0.0392,0.0045,4,0
14090,1,2020,9/12/2020,87,245,4,3,0.9658,0.0296,0.0046,3,2
5525,4,2014,4/11/2015,150,156,3,0,0.958,0.0374,0.0046,2,0
5889,5,2014,4/4/2015,166,162,3,1,0.9567,0.0387,0.0046,0,1
10272,4,2018,4/14/2019,146,151,3,1,0.955,0.0404,0.0046,1,0
1637,4,2015,2/14/2016,148,152,6,1,0.9806,0.0147,0.0047,1,1
14576,1,2020,12/26/2020,71,78,3,0,0.9765,0.0188,0.0047,1,0
1636,4,2015,2/14/2016,156,151,2,0,0.9748,0.0205,0.0047,1,0
6016,5,2014,1/18/2015,161,209,4,2,0.9663,0.029,0.0047,2,1
15011,4,2020,2/19/2021,153,142,1,0,0.9591,0.0362,0.0047,0,0
5042,2,2014,11/9/2014,116,101,1,1,0.9577,0.0376,0.0047,1,0
15330,3,2020,2/21/2021,120,123,4,0,0.951,0.0443,0.0047,2,0
15660,2,2020,2/28/2021,106,101,3,0,0.9491,0.0462,0.0047,1,0
1320,3,2015,5/14/2016,123,132,1,0,0.9316,0.0637,0.0047,0,0
1536,4,2015,12/6/2015,149,144,3,1,0.9731,0.0221,0.0048,1,1
10231,4,2018,3/16/2019,150,152,2,0,0.9615,0.0337,0.0048,0,0
5950,5,2014,3/20/2015,161,179,3,1,0.9671,0.028,0.0049,1,0
1852,4,2016,10/15/2016,143,155,7,1,0.9577,0.0374,0.0049,2,1
14614,1,2020,1/13/2021,88,220,1,0,0.9559,0.0392,0.0049,1,0
